LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:a56577,пришлось разгадать одну хитрую загадку,i had to solve a tricky riddle,,Player,AuntDynamic
line:432678,"загадку, да?",a riddle huh?,,Original,AuntDynamic
line:1e6537,молодец,that's cool,,Original,AuntDynamic
line:593a7d,{{Transition}},{{Transition}},If you have a lot of money,Player,AuntDynamic
line:a5f657,"посмотри, сколько я монет нашла!",i filled up my pockets!,,Player,AuntDynamic
line:5060b9,все карманы набиты!,look at all these coins i found!,,Player,AuntDynamic
line:f62121,действительно,you aren't kidding!,,Original,AuntDynamic
line:a59e7f,ничего себе деньжищи!,that's some serious dough!,,Original,AuntDynamic
line:7d89f7,ой,uh,"If you didn't do any of the above stuff, Claire will say this",Player,AuntDynamic
line:406e81,а я особо ничего не помню!,i don't actually remember!,,Player,AuntDynamic
line:cda327,"устала, значит!",you must be pretty tired!,,Original,AuntDynamic
line:1c38e6,и,and,"If you did less than 3 of the above stuff, Claire will say this",Player,AuntDynamic
line:e6e2fe,наверняка я ещё кучу всего успела!,i probably did a bunch more!,,Player,AuntDynamic
line:f922ab,просто не помню...,i just don't remember...,,Player,AuntDynamic
line:f5fff3,долгий же был день!,it's been a long day!,,Player,AuntDynamic
line:bc6864,логично!,fair enough!,,Original,AuntDynamic
line:e2d3a4,ну что,anywhoo,The Aunt wraps up the dialogue at this node.,Original,AuntHungry
line:4c8e11,ты проголодалась?,you hungry?,,Original,AuntHungry
line:a07cf2,я скоро буду хот-доги разогревать,i'm gonna break out the hotdogs soon,,Original,AuntHungry
line:5d1a0b,ты же вроде хотела\nкарри приготовить?,i thought you were\ngonna make curry?,Only if you talked to her about curry earlier.,Player,AuntHungry
line:94ae72,эх,eh,,Original,AuntHungry
line:205292,теперь мне лениво,now i'm feeling lazy,,Original,AuntHungry
line:ef42c2,ну...,well...,,Player,AuntHungry
line:3d17a3,я как-то вымоталась,i'm kinda tired out,,Player,AuntHungry
line:191dd6,"пойду посплю, что ли",i'm gonna go take a nap or something,,Player,AuntHungry
line:297618,давай!,alrighty then!,,Original,AuntHungry
line:953143,сладких снов!,have a good one!,,Original,AuntHungry
line:46c54d,хм?,huh?,"When you pull a fish out the river, and it has the campers permit in it.",Original,FoundFishPermit
line:1f7d59,у неё что-то во рту...,it has something\nin its mouth...,,Original,FoundFishPermit
line:594261,похоже на...,it looks like...,,Original,FoundFishPermit
line:24382b,разрешение на стоянку?!,a camping permit!?,,Original,FoundFishPermit
line:7360c2,"прости, что я так испугался",sorry for freaking out earlier,If you continue to talk to the camper cat.,Original,CampCatFreakout
line:4c11c2,"я весь на нервах с того дня,\nкак потерял разрешение",i've been on edge ever\nsince i lost my permit,,Original,CampCatFreakout
line:169c62,всё представляю...,the thought of...,,Original,CampCatFreakout
line:5971e9,...как меня поймают без него...,...being accused of camping\nwithout a permit...,,Original,CampCatFreakout
line:64f213,это настоящий кошмар!,that's the ultimate nightmare!,,Original,CampCatFreakout
line:9ad6a3,"привет, тим!",hey tim!,"If you talk to Tim (the climber squriell), before doing the climbers rest talk.",Player,IceSquirrelStart
line:388534,как жизнь?,how's it going?,Jumps to ClimbersRestTalk.,Player,IceSquirrelStart
line:e2689b,кстааати,sooooo,"If you talk to Tim, after rest talk.",Player,IceSquirrelStart
line:9b8d16,ты знала?,did you know,Jump to DiscussedNovel.,Player,IceSquirrelStart
line:e283d0,как ты в итоге забрался\nна эту скалу?,so how'd you get up that cliff?,If you talk to Tim again.,Player,IceSquirrelStart
line:c537ee,ну...,well...,,Original,IceSquirrelStart
line:8ddafd,пригодился один совет,i had some really good advice,,Original,IceSquirrelStart
line:0acaee,"оо, спасибо",aw thanks,,SitRhino,IceSquirrelStart
line:115ae9,я помогал как мог,i tried to my best to help,,SitRhino,IceSquirrelStart
line:58d801,ну на самом деле,well actually,"If you hear did same ""climb climb all the time"" before, he'll say this as a reference.",Original,IceSquirrelStart
line:0fee38,я просто вспомнил\nсекрет скалолазания,i just remembered\nthe secret of climbing,,Original,IceSquirrelStart
line:e27680,лезь всё время лезь?,climb climb all the time?,,Player,IceSquirrelStart
line:87b62d,бинго!,bingo!,,Original,IceSquirrelStart
line:5fc1f8,запомни,remember,If you talk to Tim again.,Original,IceSquirrelStart
line:cd37f8,ассоциация скалолазов занимается\nНЕ ТОЛЬКО скалолазанием,the rock climbers association\nisn't JUST about climbing,,Original,IceSquirrelStart
line:66520c,да ну?,it isn't?,,Player,IceSquirrelStart
line:3bed22,"ещё мы ждём, чтобы ты\nПРОЯВЛЯЛА АКТИВНОСТЬ\nв онлайн-сообществе!",you're also expected to be an ACTIVE\nmember of the online community!,,Original,IceSquirrelStart
line:fce5ec,это очень важно,it's very important,,Original,IceSquirrelStart
line:4278de,понятно,i see,,Player,IceSquirrelStart
line:8512e4,я модератор на форуме,i'm a moderator on the forums,,Player,IceSquirrelStart
line:53e3b5,так что,so,,Player,IceSquirrelStart
line:e14d93,"если не зарегистрируешься,\nя всё узнаю!",i'll know if you're\nnot participating!,,Player,IceSquirrelStart
line:401ca6,ребята!,hey you guys!,If you talk to him before climber rest talk.,Player,IceRhinoStart
line:7c803f,как вы?,how's it going?,Jumps to ClimbersRestTalk.,Player,IceRhinoStart
line:bb2f75,так чем вы занимались?,so what have you been up to?,If you talk to him after climber rest talk.,Player,IceRhinoStart
line:af5bd4,болтали с чарли,just chattin' with charlie,,Original,IceRhinoStart
line:862125,у него много интересных историй\nпро работу здесь,he's got a lot of good stories\nfrom working up here,,Original,IceRhinoStart
line:244796,кстати об историях...,speaking of stories...,,SitSquirrel,IceRhinoStart
line:1c3656,я хочу почитать его роман!!,i wanna read his NOVEL!!,,SitSquirrel,IceRhinoStart
line:5a4264,тим!,tim!,Jump to DiscussedNovel.,Original,IceRhinoStart
line:d02724,клэр,claire,If you talk to rhino again.,Original,IceRhinoStart
line:d0469c,я должен признать,i've got to say,,Original,IceRhinoStart
line:9fb0c2,ты выдающийся скалолаз,you're a really impressive climber,,Original,IceRhinoStart
line:910ddf,"ну, мне ещё помогает,\nчто я умею летать","well, it helps that\ni can also fly",,Player,IceRhinoStart
line:2191c1,так ведь гораздо безопаснее,it makes it a lot less risky,,Player,IceRhinoStart
line:aa4e6f,не недооценивай себя,don't sell yourself short,,Original,IceRhinoStart
line:6a2576,ты молодец!,you're awesome!,,Original,IceRhinoStart
line:04efdc,давай завтра вместе поднимемся!,let's hike up to\nthe top tomorrow!,,Original,IceRhinoStart
line:7a963a,ты мне дорогу покажешь!,you can show me the way!,,Original,IceRhinoStart
line:cf7683,ЭТО НЕ ПОМОГАЕТ КЛЭР!,THIS AIN'T HELPING CLAIRE!,If you stand on Tim's head while he's trying to climb.,Original,SquirrelClimbStart
line:927794,ООО,OOHH,The climbers talk about their journey.,SitSquirrel,ClimbersRestTalk
line:e477d3,ДА ЗНАЕШЬ,YOU KNOW,,SitSquirrel,ClimbersRestTalk
line:2bbcba,ОЧЕНЬ ДАЖЕ ХОРОШО,PRETTY GOOD,,SitSquirrel,ClimbersRestTalk
line:c045d4,ТОЛЬКО ЧТО ПОКОРИЛ ПИК ЯСТРЕБА,I JUST CONQUERED HAWK PEAK,,SitSquirrel,ClimbersRestTalk
line:1987df,КАК,LIKE,,SitSquirrel,ClimbersRestTalk
line:b2bac3,РАЗ ПЛЮНУТЬ,NO BIG DEAL,,SitSquirrel,ClimbersRestTalk
line:bf0f1f,поздравляю!,nice!,,Player,ClimbersRestTalk
line:bfbb60,ты тоже добрался до вершины?,you made it the top too?,,Player,ClimbersRestTalk
line:8c0a68,...,...,,SitSquirrel,ClimbersRestTalk
line:bde61f,НУ,WELL,,SitSquirrel,ClimbersRestTalk
line:37739f,ПРАКТИЧЕСКИ ПОКОРИЛ,ALMOST CONQUERED IT,,SitSquirrel,ClimbersRestTalk
line:4f2bd5,"МЫ ВЕДЬ И ТАК ЗДЕСЬ, В ПРИНЦИПЕ?",WE'RE BASICALLY THERE RIGHT?,,SitSquirrel,ClimbersRestTalk
line:d42384,ну формально,well technically,,SitBear,ClimbersRestTalk
line:d45f04,вся эта площадь считается\nза пик ястреба,this whole area is\nconsidered hawk peak,,SitBear,ClimbersRestTalk
line:110e5e,ВИДИШЬ?,SEE?,,SitSquirrel,ClimbersRestTalk
line:b9890f,УНИЧТОЖИЛ,NAILED IT,,SitSquirrel,ClimbersRestTalk
line:f8688d,до пика пика ястреба\nдоберёмся в другой день,we're gonna make it to\nhawk peak's peak another day,,SitRhino,ClimbersRestTalk
line:65e85b,мы уже с ног валимся,i think we're at our limit,,SitRhino,ClimbersRestTalk
line:e05da1,"лучше ведь не доводить до\nкрайностей, верно?","it's better not to push\nyourself too hard, right?",,SitRhino,ClimbersRestTalk
line:3327fc,однозначно,definitely,,SitBear,ClimbersRestTalk
line:3f16c8,безопасность превыше всего,safety always comes first,,SitBear,ClimbersRestTalk
line:699367,а ты всё-таки поднялась?,"you made it up, though?",,SitRhino,ClimbersRestTalk
line:ee9498,как там?,how was it?,,SitRhino,ClimbersRestTalk
line:b71884,замечательно!,it was beautiful!,,Player,ClimbersRestTalk
line:88b0dd,там очень яркое северное сияние,the northern lights are\nreally bright up there,,Player,ClimbersRestTalk
line:3fa79c,поскорей бы самому всё увидеть!,i can't wait to see it myself!,,SitRhino,ClimbersRestTalk
line:42c5be,приятно побыть с компанией,it's nice to have\nsome company up here,"If you talk to the bear, triggering the novel talk.",Original,PolarBearSitStart
line:f6a84e,обычно здесь тихо,usually it's pretty quiet,,Original,PolarBearSitStart
line:3e3036,тебе тут не скучно?,does it get boring up here?,,Player,PolarBearSitStart
line:22e988,ну,well,,Original,PolarBearSitStart
line:fc2c95,мне есть чем заняться,i keep busy,,Original,PolarBearSitStart
line:36fd46,"клэр, ты слышала?","claire, did ya hear?",Jump to Discussed Novel.,SitSquirrel,PolarBearSitStart
