LineCode,LineText
line:f5e33b,"в чём смысл брать книгу в хорошем\nнастроении, а откладывать в плохом?"
line:74a435,это не плохое настроение!
line:3794f7,это...
line:d9e043,КАТАРСИС!
line:6ff505,иногда нужен печальный финал!
line:c866d1,кхм
line:818b29,"ребят, всё нормально"
line:6920e0,я сам разберусь
line:c1b989,эм
line:007658,думаю
line:ccdc24,"это хорошо, что ты беспокоишься\nо пожарной безопасности..."
line:61212a,...но у меня всё под контролем
line:e1c3b3,та-а-к
line:a1a27c,я разжёг костёр снова
line:03f836,"ты же не против, чтобы он горел?"
line:7891bb,эй
line:02effb,ты могла бы оставить\nкостёр в покое?
line:d7e8ef,но разводить костры\nздесь запрещено!
line:42db47,"на самом деле можно,\nесли осторожно"
line:78b103,ой
line:d1563a,тогда ладно
line:904461,Клэр!
line:9449bf,простите! мне жаль
line:07b58e,"но мне показалось, что\nон слишком разгорелся"
line:438484,"лучше перестраховаться,\nчем потом жалеть"
line:7773ff,так
line:76a8cc,"ты же только что сказала, что тебе жаль!"
line:d62784,ой!
line:7103a6,"да, кажется сказала"
line:f7ef7b,Клэр!!!
line:126b0c,прости-и-ите-е!!!
line:3ae172,тут довольно жарко
line:e2a29e,"думаю, прямо сейчас огонь\nвсё равно не нужен"
line:c9b722,слишком жарко?
line:7988a6,да нет
line:40eca4,"просто было любопытно,\nчто ты скажешь"
line:4841da,хм
line:89181c,что ж
line:987fac,"кажется, я научилась лучше\nразжигать костёр"
line:27e5e2,Клэр
line:44da9b,мне нравится твоя бдительность!
line:2f1c4d,пожарная безопасность —\nэто не шутки!
line:9c96ad,"хорошая работа, Клэр!"
line:22586c,на огонь приятно смотреть
line:b41f2a,но наша безопасность того не стоит
line:9b01ed,кому вообще нужен огонь
line:e98e0a,мне и без него комфортно
line:de5d05,ну
line:64107b,мне нравится наш костёр...
line:395426,"может, это только у меня так"
line:014d1e,но мне хочется оставить огонь
line:4ca94b,поддерживаю
line:0492f6,ого
line:17aeb8,Клэр
line:578df3,"да тут круче, чем на снимках!"
line:659ed9,"спасибо, что помогла\nсюда подняться!"
line:e05a75,не за что!
line:2fdf68,правда!
line:965bbf,ну что
line:f88105,ты ещё хочешь сфоткаться?
line:51be04,"конечно, давай!"
line:ab63a4,
line:f81d39,окей!
line:c9ca0e,встань здесь
line:ee0b4c,невероятное сияние!
line:91fab1,"надеюсь, хорошо получится на фотке"
line:7e7e8b,этот навороченный фотик\nмне все лапы оттянул...
line:180c91,только бы оно того стоило!
line:2819d6,ну
line:c30b92,в моём вот телефоне камера отстойная
line:304fe1,твоя-то в любом случае лучше!
line:79d7df,хм
line:3f6943,"хочешь, я тебя сфоткаю?"
line:1af565,можно будет на аватарку поставить!
line:33d668,"о-о-о, хочу!"
line:a239ed,было бы здорово!
line:f3adb3,окей!
line:71f153,встань здесь
line:539664,прими позу!
line:a88296,оу
line:8de5f5,э-эм-м-м
line:984bc7,великолепно
line:721709,северное сияние круто получилось!
line:37af80,фотка просто отличная!
line:f6a25c,"ой, подожди, а то забуду"
line:c5c1c0,вот твои перья
line:364e7b,спасибо!
line:caf3e6,не забудь потом скинуть фотку!
line:72292f,не забуду!
line:13e9cc,я ещё немного постою здесь
line:60922e,"кто знает, когда получится вернуться..."
line:186271,надо насладиться\nвсем этим сполна
line:f2bc5c,получилось подняться?
line:9ffea6,да!
line:d627dd,вот только что
line:9976f6,!!!
line:36ff13,покажешь дорогу?
line:d2cc9f,ну
line:344d1f,тебе типа надо...
line:222478,...уметь летать
line:1c8362,оу
line:d18179,точно...
line:b6432e,"может, получится вскарабкаться?"
line:a104e8,мне не хватает золотых перьев...
line:090445,а я одолжу тебе несколько!
line:87753f,ты уверена?
line:0d4008,полностью!
line:e99d91,тебе сколько нужно?
line:e3d84f,эм-м
line:b55406,как-то неловко признаваться
line:71f125,но много
line:6e6921,"в общем, шесть"
line:dc4904,"ой, извини"
line:edd929,шесть — запросто!
line:6a9b10,да ничего!
line:b9723d,"знаю, что много"
line:394c9b,ой
line:c06db8,прости...
line:d327b1,у меня нет столько
line:28498c,не переживай за меня
line:5bac36,правда!
line:b38aa4,"я так близко, но так далеко!"
line:a5e361,я могу одолжить шесть перьев!
line:143009,удачи!
line:627963,спасибо!
line:17ed6f,я что-нибудь придумаю
line:871b82,правда?!
line:9f6a9c,конечно!
line:44cd87,"Клэр, ты такая замечательная!"
line:9a5f71,тогда встретимся наверху!
line:6b3ad9,но
line:20e114,у тебя самой даже половины\nперьев не останется!
line:3da434,я так не могу
line:3171ec,фу-ух
line:8bff33,подожди
line:bc647b,мне надо...
line:e20898,...отдышаться
line:d11220,окей!
line:2eab3b,*кхм*
line:6f2d1c,Клэр
line:b881b8,ты перегнала меня!
line:4cb0e9,"думаю, я должна\nвручить тебе это"
line:e71b96,вау!
line:bcd529,где ты взяла её?
line:a1f8a6,это секрет!
line:f2290d,но знай
line:3c196d,в следующий раз
line:04e333,"я покажу, чему у тебя научилась!"
line:356395,Клэр!
line:1cb5a0,ты же теперь ЧЕМПИОН
line:602a5b,"знаешь, что получают чемпионы?"
line:76915b,э-э-э?
line:ffa4ed,НАГРАДЫ!!!
line:0c0393,"не думай, что это конец!"
line:c67842,я пока ещё учусь
line:68f8be,так что в следующий раз\nпобеда за мной!
line:2b9e18,непростой был забег
line:a21325,ладно
line:3e8b84,лучше отдам её
line:f116d6,вот медали и кончились
line:0059bd,но если захочешь ещё попаркурить
line:6dd56b,"знай, в следующий раз я буду лучше!"
line:a4d00a,тут надпись:
line:4978dd,"«официально лучше, чем Эвери»"
line:4a192d,хм?
line:511011,как будто...
line:30c4ec,...золотую монету просто\nприклеили к ленточке
line:aad717,золотая монета приклеена к ленточке
line:61d9f6,оторвать монету
line:ae3694,пусть будет
line:d769a4,мне немного стыдно...
line:683a7a,но
line:91c27d,эх
line:63fa94,уф-ф
line:6fc7d3,...
line:0efb4c,"может, не стоит делать это\nздесь? она же всё увидит"
line:cc6f0d,слишком близко!
line:e90e37,я не хочу её обидеть...
line:723763,*вздох*
line:705056,я уже час тут мусор собираю
line:dbd401,"видно, кто-то потусил,\nа убрался... так, тяп-ляп"
line:82384f,серьёзно?!
line:6a0706,это не круто
line:2817e6,вот именно!
line:3a3516,эх
line:f4a97e,"осталось немного, кажется!"
line:213c26,давай я помогу!
line:31a0a1,правда?
line:6af9aa,было бы чудесно
line:230675,спасибо тебе!
line:90c663,вроде всё собрала!
line:3ff573,"и правда, вроде всё!"
line:92869c,так ГОРАЗДО лучше!
line:3d9464,спасибо за помощь!
line:6ed35f,не за что!
line:4aac4d,"как думаешь, это всё?"
line:a7e0df,"по-моему, тут ещё осталось"
line:9da2b9,"неплохо они погуляли, да?"
line:72bbfc,да уж...
line:50e895,ни стыда ни совести!
line:c16420,классная шляпка!
line:914256,спасибо!
line:a3093d,я сама её сделала
line:872d01,сама?!
line:454bfc,"это, ну, мощно!"
line:f7efe0,"я не думала, что можно просто\nвзять и... СДЕЛАТЬ шляпу!"
line:e4cedd,"ага, можно"
line:9baa58,но это не быстро
line:9c3bbf,для ярмарки я вообще\nделаю целый набор
